field_name,field_type
SMA15SMA15SMA15|1SMA15|5SMA15|15SMA15|30SMA15|60SMA15|120SMA15|240SMA15|1WSMA15|1M,number
SMA21SMA21SMA21|1SMA21|5SMA21|15SMA21|30SMA21|60SMA21|120SMA21|240SMA21|1WSMA21|1M,number
SMA25SMA25SMA25|1SMA25|5SMA25|15SMA25|30SMA25|60SMA25|120SMA25|240SMA25|1WSMA25|1M,number
SMA26SMA26SMA26|1SMA26|5SMA26|15SMA26|30SMA26|60SMA26|120SMA26|240SMA26|1WSMA26|1M,number
SMA34SMA34SMA34|1SMA34|5SMA34|15SMA34|30SMA34|60SMA34|120SMA34|240SMA34|1WSMA34|1M,number
SMA40SMA40SMA40|1SMA40|5SMA40|15SMA40|30SMA40|60SMA40|120SMA40|240SMA40|1WSMA40|1M,number
SMA120SMA120|1SMA120|5SMA120|15SMA120|30SMA120|60SMA120|120SMA120|240SMA120|1WSMA120|1MSMA120,number
SMA144SMA144|1SMA144|5SMA144|15SMA144|30SMA144|60SMA144|120SMA144|240SMA144|1WSMA144|1MSMA144,number
SMA150SMA150|1SMA150|5SMA150|15SMA150|30SMA150|60SMA150|120SMA150|240SMA150|1WSMA150|1MSMA150,number
SMA250SMA250|1SMA250|5SMA250|15SMA250|30SMA250|60SMA250|120SMA250|240SMA250|1WSMA250|1MSMA250,number
SMA300SMA300|1SMA300|5SMA300|15SMA300|30SMA300|60SMA300|120SMA300|240SMA300|1WSMA300|1MSMA300,number
SMA55SMA55|1SMA55|5SMA55|15SMA55|30SMA55|60SMA55|120SMA55|240SMA55|1WSMA55|1MSMA55,number
SMA60SMA60|1SMA60|5SMA60|15SMA60|30SMA60|60SMA60|120SMA60|240SMA60|1WSMA60|1MSMA60,number
SMA75SMA75|1SMA75|5SMA75|15SMA75|30SMA75|60SMA75|120SMA75|240SMA75|1WSMA75|1MSMA75,number
SMA89SMA89|1SMA89|5SMA89|15SMA89|30SMA89|60SMA89|120SMA89|240SMA89|1WSMA89|1MSMA89,number
Stoch.D[1]Stoch.D[1]Stoch.D[1]|1Stoch.D[1]|5Stoch.D[1]|15Stoch.D[1]|30Stoch.D[1]|60Stoch.D[1]|120Stoch.D[1]|240Stoch.D[1]|1WStoch.D[1]|1M,number
Stoch.D_14_1_3Stoch.D_14_1_3Stoch.D_14_1_3|1Stoch.D_14_1_3|5Stoch.D_14_1_3|15Stoch.D_14_1_3|30Stoch.D_14_1_3|60Stoch.D_14_1_3|120Stoch.D_14_1_3|240Stoch.D_14_1_3|1WStoch.D_14_1_3|1M,number
Stoch.D_14_1_3[1]Stoch.D_14_1_3[1]Stoch.D_14_1_3[1]|1Stoch.D_14_1_3[1]|5Stoch.D_14_1_3[1]|15Stoch.D_14_1_3[1]|30Stoch.D_14_1_3[1]|60Stoch.D_14_1_3[1]|120Stoch.D_14_1_3[1]|240Stoch.D_14_1_3[1]|1WStoch.D_14_1_3[1]|1M,number
Stoch.D_5_3_3Stoch.D_5_3_3Stoch.D_5_3_3|1Stoch.D_5_3_3|5Stoch.D_5_3_3|15Stoch.D_5_3_3|30Stoch.D_5_3_3|60Stoch.D_5_3_3|120Stoch.D_5_3_3|240Stoch.D_5_3_3|1WStoch.D_5_3_3|1M,number
Stoch.D_5_3_3[1]Stoch.D_5_3_3[1]Stoch.D_5_3_3[1]|1Stoch.D_5_3_3[1]|5Stoch.D_5_3_3[1]|15Stoch.D_5_3_3[1]|30Stoch.D_5_3_3[1]|60Stoch.D_5_3_3[1]|120Stoch.D_5_3_3[1]|240Stoch.D_5_3_3[1]|1WStoch.D_5_3_3[1]|1M,number
Stoch.D_6_3_3Stoch.D_6_3_3Stoch.D_6_3_3|1Stoch.D_6_3_3|5Stoch.D_6_3_3|15Stoch.D_6_3_3|30Stoch.D_6_3_3|60Stoch.D_6_3_3|120Stoch.D_6_3_3|240Stoch.D_6_3_3|1WStoch.D_6_3_3|1M,number
Stoch.D_6_3_3[1]Stoch.D_6_3_3[1]Stoch.D_6_3_3[1]|1Stoch.D_6_3_3[1]|5Stoch.D_6_3_3[1]|15Stoch.D_6_3_3[1]|30Stoch.D_6_3_3[1]|60Stoch.D_6_3_3[1]|120Stoch.D_6_3_3[1]|240Stoch.D_6_3_3[1]|1WStoch.D_6_3_3[1]|1M,number
Stoch.D_8_3_3Stoch.D_8_3_3Stoch.D_8_3_3|1Stoch.D_8_3_3|5Stoch.D_8_3_3|15Stoch.D_8_3_3|30Stoch.D_8_3_3|60Stoch.D_8_3_3|120Stoch.D_8_3_3|240Stoch.D_8_3_3|1WStoch.D_8_3_3|1M,number
Stoch.D_8_3_3[1]Stoch.D_8_3_3[1]Stoch.D_8_3_3[1]|1Stoch.D_8_3_3[1]|5Stoch.D_8_3_3[1]|15Stoch.D_8_3_3[1]|30Stoch.D_8_3_3[1]|60Stoch.D_8_3_3[1]|120Stoch.D_8_3_3[1]|240Stoch.D_8_3_3[1]|1WStoch.D_8_3_3[1]|1M,number
Stoch.K[1]Stoch.K[1]Stoch.K[1]|1Stoch.K[1]|5Stoch.K[1]|15Stoch.K[1]|30Stoch.K[1]|60Stoch.K[1]|120Stoch.K[1]|240Stoch.K[1]|1WStoch.K[1]|1M,number
Stoch.K_14_1_3Stoch.K_14_1_3Stoch.K_14_1_3|1Stoch.K_14_1_3|5Stoch.K_14_1_3|15Stoch.K_14_1_3|30Stoch.K_14_1_3|60Stoch.K_14_1_3|120Stoch.K_14_1_3|240Stoch.K_14_1_3|1WStoch.K_14_1_3|1M,number
Stoch.K_14_1_3[1]Stoch.K_14_1_3[1]Stoch.K_14_1_3[1]|1Stoch.K_14_1_3[1]|5Stoch.K_14_1_3[1]|15Stoch.K_14_1_3[1]|30Stoch.K_14_1_3[1]|60Stoch.K_14_1_3[1]|120Stoch.K_14_1_3[1]|240Stoch.K_14_1_3[1]|1WStoch.K_14_1_3[1]|1M,number
Stoch.K_5_3_3Stoch.K_5_3_3Stoch.K_5_3_3|1Stoch.K_5_3_3|5Stoch.K_5_3_3|15Stoch.K_5_3_3|30Stoch.K_5_3_3|60Stoch.K_5_3_3|120Stoch.K_5_3_3|240Stoch.K_5_3_3|1WStoch.K_5_3_3|1M,number
Stoch.K_5_3_3[1]Stoch.K_5_3_3[1]Stoch.K_5_3_3[1]|1Stoch.K_5_3_3[1]|5Stoch.K_5_3_3[1]|15Stoch.K_5_3_3[1]|30Stoch.K_5_3_3[1]|60Stoch.K_5_3_3[1]|120Stoch.K_5_3_3[1]|240Stoch.K_5_3_3[1]|1WStoch.K_5_3_3[1]|1M,number
Stoch.K_6_3_3Stoch.K_6_3_3Stoch.K_6_3_3|1Stoch.K_6_3_3|5Stoch.K_6_3_3|15Stoch.K_6_3_3|30Stoch.K_6_3_3|60Stoch.K_6_3_3|120Stoch.K_6_3_3|240Stoch.K_6_3_3|1WStoch.K_6_3_3|1M,number
Stoch.K_6_3_3[1]Stoch.K_6_3_3[1]Stoch.K_6_3_3[1]|1Stoch.K_6_3_3[1]|5Stoch.K_6_3_3[1]|15Stoch.K_6_3_3[1]|30Stoch.K_6_3_3[1]|60Stoch.K_6_3_3[1]|120Stoch.K_6_3_3[1]|240Stoch.K_6_3_3[1]|1WStoch.K_6_3_3[1]|1M,number
Stoch.K_8_3_3Stoch.K_8_3_3Stoch.K_8_3_3|1Stoch.K_8_3_3|5Stoch.K_8_3_3|15Stoch.K_8_3_3|30Stoch.K_8_3_3|60Stoch.K_8_3_3|120Stoch.K_8_3_3|240Stoch.K_8_3_3|1WStoch.K_8_3_3|1M,number
Stoch.K_8_3_3[1]Stoch.K_8_3_3[1]Stoch.K_8_3_3[1]|1Stoch.K_8_3_3[1]|5Stoch.K_8_3_3[1]|15Stoch.K_8_3_3[1]|30Stoch.K_8_3_3[1]|60Stoch.K_8_3_3[1]|120Stoch.K_8_3_3[1]|240Stoch.K_8_3_3[1]|1WStoch.K_8_3_3[1]|1M,number
actively_managed,string
all_time_high,price
all_time_high_day,time
all_time_low,price
all_time_low_day,time
all_time_open,price
amount_recent,fundamental_price
amount_upcoming,fundamental_price
asset_class,string
asset_turnover_current,number
asset_turnover_fy,number
aum,fundamental_price
aum_perf.1M,number
aum_perf.1Y,number
aum_perf.3M,number
aum_perf.3Y,number
aum_perf.5Y,number
aum_perf.YTD,number
average_volume,number
bars_countbars_countbars_count|1bars_count|5bars_count|15bars_count|30bars_count|60bars_count|120bars_count|240bars_count|1Wbars_count|1M,number
base_currency_kind,string
beta_3_year,number
beta_5_year,number
book_value_per_share_fq,fundamental_price
book_value_per_share_fy,fundamental_price
brand,string
buyback_yield,fundamental_price
cagr_5_earnings_per_share_basic,percent
cagr_5_free_cash_flow,percent
cagr_5_net_income,percent
cagr_5_revenue,percent
capital_expenditures_qoq_growth_fq,percent
capital_expenditures_ttm,fundamental_price
capital_expenditures_unchanged_fq_h,number
capital_expenditures_unchanged_fy_h,number
capital_expenditures_unchanged_ttm_h,number
capital_expenditures_yoy_growth_fq,percent
capital_expenditures_yoy_growth_fy,percent
capital_expenditures_yoy_growth_ttm,percent
cash_dividend_coverage_ratio_fy,number
cash_dividend_coverage_ratio_ttm,number
cash_f_financing_activities_ttm,fundamental_price
cash_f_investing_activities_ttm,fundamental_price
cash_f_operating_activities_ttm,fundamental_price
cash_n_short_term_invest_to_total_current_liabilities_fq,number
cash_n_short_term_invest_to_total_current_liabilities_fy,number
cash_n_short_term_invest_to_total_debt_fq,number
cash_n_short_term_invest_to_total_debt_fy,number
cash_ratio,number
category,string
continuous_dividend_growth,number
continuous_dividend_payout,number
country_code_fund,string
coupon,number
cryptoasset-info.description,string
cryptoasset-info.id,string
currency_hedged_flag,string
currency_id,string
currency_kind,string
current_ratio_current,number
current_ratio_fq,number
current_session,string
days_to_maturity,number
debt_to_asset_fq,number
debt_to_asset_fy,number
debt_to_assets,number
debt_to_equity_fq,number
description,string
diluted_shares_outstanding_fq,fundamental_price
dividend_amount_recent,fundamental_price
dividend_amount_upcoming,fundamental_price
dividend_ex_date_recent,time
dividend_ex_date_upcoming,time
dividend_frequency_recent,string
dividend_frequency_upcoming,string
dividend_payment_date_recent,time
dividend_payment_date_upcoming,time
dividend_payout_ratio_percent_fq,percent
dividend_payout_ratio_percent_fy,percent
dividend_payout_ratio_ttm,percent
dividend_treatment,string
dividend_yield_upcoming,number
dividends_frequency,string
dividends_yield,number
dividends_yield_current,percent
dividends_yield_fq,percent
dividends_yield_fy,percent
dps_common_stock_prim_issue_fq,fundamental_price
dps_common_stock_prim_issue_fy_h,number
earnings_per_share_basic_fy,fundamental_price
earnings_per_share_basic_fy_h,number
earnings_per_share_diluted_5y_growth_fy,percent
earnings_per_share_diluted_fq,fundamental_price
earnings_per_share_diluted_fq_h,number
earnings_per_share_diluted_fy,fundamental_price
earnings_per_share_diluted_fy_h,number
earnings_per_share_diluted_ttm_h,number
earnings_per_share_forecast_fq,fundamental_price
earnings_per_share_forecast_next_fy,fundamental_price
earnings_per_share_fy,fundamental_price
earnings_publication_type_fq,number
earnings_publication_type_next_fq,number
earnings_release_calendar_date,time
earnings_release_next_calendar_date,time
earnings_release_next_time,number
earnings_release_next_trading_date_fq,time
earnings_release_next_trading_date_fy,time
earnings_release_time,number
earnings_release_trading_date_fq,time
earnings_release_trading_date_fy,time
ebit_ttm,fundamental_price
ebitda_fq_h,number
ebitda_fy,fundamental_price
ebitda_fy_h,number
ebitda_interst_cover_fy,number
ebitda_interst_cover_ttm,number
ebitda_less_capex_interst_cover_fy,number
ebitda_less_capex_interst_cover_ttm,number
ebitda_per_employee_fy,fundamental_price
ebitda_ttm,fundamental_price
ebitda_ttm_h,number
enterprise_value_current,fundamental_price
enterprise_value_ebitda_current,number
enterprise_value_to_ebit_ttm,number
enterprise_value_to_free_cash_flow_ttm,number
enterprise_value_to_gross_profit_ttm,number
enterprise_value_to_revenue_ttm,number
eps_diluted_growth_percent_fq,percent
eps_diluted_growth_percent_fy,percent
eps_surprise_fq,fundamental_price
eps_surprise_percent_fq,percent
etf_fund_currency,string
ex_dividend_date_recent,time
ex_dividend_date_upcoming,time
expected_annual_dividends,number
expense_ratio,number
expiration,time
first_bar_time,time
fiscal_period_end_fh,time
fiscal_period_end_fh_h,number
fiscal_period_end_fq,time
fiscal_period_fy_h,number
fixed_assets_turnover_fq,number
fixed_assets_turnover_fy,number
float_shares_outstanding_current,number
float_shares_percent_current,percent
focus,string
fractional,string
free_cash_flow,fundamental_price
free_cash_flow_fq,fundamental_price
free_cash_flow_fq_h,number
free_cash_flow_fy,fundamental_price
free_cash_flow_fy_h,number
free_cash_flow_per_employee_fy,fundamental_price
free_cash_flow_ttm,fundamental_price
free_cash_flow_ttm_h,number
frequency_recent,string
frequency_upcoming,string
fund_flows.1M,fundamental_price
fund_flows.1Y,fundamental_price
fund_flows.3M,fundamental_price
fund_flows.3Y,fundamental_price
fund_flows.5Y,fundamental_price
fund_flows.YTD,fundamental_price
fundamental_currency_code,string
gap_downgap_downgap_down|1gap_down|5gap_down|15gap_down|30gap_down|60gap_down|120gap_down|240gap_down|1Wgap_down|1M,percent
gap_down_absgap_down_absgap_down_abs|1gap_down_abs|5gap_down_abs|15gap_down_abs|30gap_down_abs|60gap_down_abs|120gap_down_abs|240gap_down_abs|1Wgap_down_abs|1M,price
gap_upgap_upgap_up|1gap_up|5gap_up|15gap_up|30gap_up|60gap_up|120gap_up|240gap_up|1Wgap_up|1M,percent
gap_up_absgap_up_absgap_up_abs|1gap_up_abs|5gap_up_abs|15gap_up_abs|30gap_up_abs|60gap_up_abs|120gap_up_abs|240gap_up_abs|1Wgap_up_abs|1M,price
goodwill_fq,fundamental_price
gross_margin_fy,percent
gross_margin_percent_ttm,percent
gross_margin_ttm,percent
gross_profit_fq_h,number
gross_profit_fy,fundamental_price
gross_profit_fy_h,number
gross_profit_ttm,fundamental_price
gross_profit_ttm_h,number
holdings_region,string
holds_derivatives_flag,string
index_id,string
index_priority,number
index_provider,string
indexes,number
indicated_annual_dividend,fundamental_price
indicators_bars_countindicators_bars_countindicators_bars_count|1indicators_bars_count|5indicators_bars_count|15indicators_bars_count|30indicators_bars_count|60indicators_bars_count|120indicators_bars_count|240indicators_bars_count|1Windicators_bars_count|1M,number
interst_cover_fy,number
interst_cover_ttm,number
invent_turnover_current,number
invent_turnover_fy,number
inverse_flag,number
is_blacklisted,boolean
is_shariah_compliant,boolean
issuance_of_stock_net_ttm,fundamental_price
issuer,string
k1_form,string
last_bar_update_timelast_bar_update_timelast_bar_update_time|1last_bar_update_time|5last_bar_update_time|15last_bar_update_time|30last_bar_update_time|60last_bar_update_time|120last_bar_update_time|240last_bar_update_time|1Wlast_bar_update_time|1M,number
last_report_frequency,number
launch_date,time
leverage,string
leverage_ratio,string
leveraged_flag,string
logoid,string
long_term_capital,number
long_term_debt_to_assets_fq,number
long_term_debt_to_assets_fy,number
long_term_debt_to_equity_fq,number
low_after_high_all_change,percent
low_after_high_all_change_abs,price
market,string
maturity_date,time-yyyymmdd
minmov,number
minmove2,number
most_recent_quarter_date,time
name,string
nav,fundamental_price
nav_discount_premium,number
nav_perf.1M,number
nav_perf.1Y,number
nav_perf.3M,number
nav_perf.3Y,number
nav_perf.5Y,number
nav_perf.YTD,number
nav_total_return.1M,number
nav_total_return.1Y,number
nav_total_return.3M,number
nav_total_return.3Y,number
nav_total_return.5Y,number
nav_total_return.6M,number
nav_total_return.YTD,number
net_debt_fq,fundamental_price
net_debt_to_ebitda_fq,number
net_debt_to_ebitda_fy,number
net_income_bef_disc_oper_fy,fundamental_price
net_income_fq_h,number
net_income_fy,fundamental_price
net_income_fy_h,number
net_income_per_employee_fy,fundamental_price
net_income_ttm,fundamental_price
net_income_ttm_h,number
net_margin,percent
net_margin_fy,percent
net_margin_ttm,percent
next_dividend_date,time
niche,string
non_gaap_price_to_earnings_per_share_forecast_next_fy,number
number_of_employees_fy,number
number_of_shareholders_fy,number
oper_income_fy,fundamental_price
oper_income_per_employee_fy,fundamental_price
oper_income_ttm,fundamental_price
operating_margin_fy,percent
operating_margin_ttm,percent
payment_date_recent,time
payment_date_upcoming,time
post_changepost_changepost_change|1post_change|5post_change|15post_change|30post_change|60post_change|120post_change|240post_change|1Wpost_change|1M,percent
postmarket_time,time
pre_changepre_changepre_change|1pre_change|5pre_change|15pre_change|30pre_change|60pre_change|120pre_change|240pre_change|1Wpre_change|1M,percent
pre_change_abspre_change_abspre_change_abs|1pre_change_abs|5pre_change_abs|15pre_change_abs|30pre_change_abs|60pre_change_abs|120pre_change_abs|240pre_change_abs|1Wpre_change_abs|1M,price
pre_tax_margin_ttm,percent
preferred_dividends,number
premarket_time,time
price_52_week_high_date,time
price_52_week_low_date,time
price_annual_book,number
price_annual_sales,number
price_book_current,number
price_cash_flow_current,number
price_earnings_current,number
price_earnings_forward_fy,number
price_earnings_growth_ttm,number
price_free_cash_flow_current,number
price_sales,price
price_sales_current,number
price_target_1y,price
price_target_1y_delta,percent
price_target_average,number
price_target_high,number
price_target_low,number
price_target_median,number
price_to_cash_f_operating_activities_ttm,number
price_to_cash_ratio,number
price_to_working_capital_fq,number
pricescale,number
provider-id,string
quick_ratio_current,number
quick_ratio_fq,number
rates_cf,map
rates_current,map
rates_dividend_recent,map
rates_dividend_upcoming,map
rates_earnings_fq,map
rates_earnings_next_fq,map
rates_fh,map
rates_fq,map
rates_fy,map
rates_mc,map
rates_pt,map
rates_time_series,map
rates_ttm,map
receivables_turnover_fq,number
receivables_turnover_fy,number
recommendation_buy,number
recommendation_hold,number
recommendation_mark,number
recommendation_over,number
recommendation_sell,number
recommendation_total,number
recommendation_under,number
relative_volume,number
relative_volume_intraday|5,number
research_and_dev_fy,fundamental_price
research_and_dev_per_employee_fy,fundamental_price
research_and_dev_ttm,fundamental_price
return_of_invested_capital_percent_ttm,percent
return_on_assets_fq,percent
return_on_assets_fy,percent
return_on_capital_employed_fq,percent
return_on_capital_employed_fy,percent
return_on_equity_fq,percent
return_on_equity_fy,percent
return_on_invested_capital_fq,percent
return_on_invested_capital_fy,percent
return_on_tang_assets_fq,percent
return_on_tang_assets_fy,percent
return_on_tang_equity_fq,percent
return_on_tang_equity_fy,percent
return_on_total_capital_fq,percent
return_on_total_capital_fy,percent
revenue_forecast_fq,fundamental_price
revenue_forecast_next_fq,fundamental_price
revenue_fq,fundamental_price
revenue_per_employee_fy,fundamental_price
revenue_per_share_fy,fundamental_price
revenue_per_share_ttm,fundamental_price
revenue_surprise_fq,fundamental_price
revenue_surprise_percent_fq,percent
rtc,price
selection_criteria,string
sell_gen_admin_exp_other_fy,fundamental_price
sell_gen_admin_exp_other_ttm,fundamental_price
shrhldrs_equity_fq,fundamental_price
shrhldrs_equity_fy,fundamental_price
shrhldrs_equity_to_total_assets_fq,number
shrhldrs_equity_to_total_assets_fy,number
source-logoid,string
strategy,string
subtype,string
sum_for_enterprise_value,fundamental_price
timetimetime|1time|5time|15time|30time|60time|120time|240time|1Wtime|1M,time
time_business_day,number
top_revenue_country_code,string
total_assets_fq,fundamental_price
total_assets_fq_h,number
total_assets_fy,fundamental_price
total_assets_fy_h,number
total_assets_per_employee_fy,fundamental_price
total_assets_to_equity_fq,number
total_assets_to_equity_fy,number
total_capital,number
total_cash_dividends_paid_fy,fundamental_price
total_current_assets_fq,fundamental_price
total_current_liabilities_fq,fundamental_price
total_current_liabilities_fy,fundamental_price
total_debt_fq,fundamental_price
total_debt_fq_h,number
total_debt_fy,fundamental_price
total_debt_fy_h,number
total_debt_per_employee_fy,fundamental_price
total_debt_to_capital_fq,number
total_debt_to_capital_fy,number
total_debt_to_ebitda_fq,number
total_debt_to_ebitda_fy,number
total_equity_fq,fundamental_price
total_revenue_5y_growth_fy,percent
total_revenue_fq_h,number
total_revenue_fy,fundamental_price
total_revenue_fy_h,number
total_revenue_ttm,fundamental_price
total_revenue_ttm_h,number
total_shares_outstanding_calculated,number
total_shares_outstanding_current,number
transparent_holding_flag,string
typespecs,set
ucits_compliant_flag,string
update-time,number
update_modeupdate_modeupdate_mode|1update_mode|5update_mode|15update_mode|30update_mode|60update_mode|120update_mode|240update_mode|1Wupdate_mode|1M,string
update_time,time
volume_changevolume_changevolume_change|1volume_change|5volume_change|15volume_change|30volume_change|60volume_change|120volume_change|240volume_change|1Wvolume_change|1M,percent
volume_change_absvolume_change_absvolume_change_abs|1volume_change_abs|5volume_change_abs|15volume_change_abs|30volume_change_abs|60volume_change_abs|120volume_change_abs|240volume_change_abs|1Wvolume_change_abs|1M,number
weight_top_10,percent
weight_top_25,percent
weight_top_50,percent
weighting_scheme,string
working_capital_fq,fundamental_price
yield_recent,number
yield_upcoming,number
